gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin
Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,0,2,4,2,3,1,1.0,0.8611111111111112,0.5132631578947369,0.8609859649122806,0,High
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,0,1,2,1,3,1,1.0,0.5694444444444444,0.6833684210526316,0.8075070175438597,0,Medium
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,0,0,1,0,1,1,0.0,0.01388888888888884,0.1608421052631579,0.036335087719298234,0,Low
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,1212.25,0,0,1,0,1,0,0.0,0.19444444444444442,0.17515789473684212,0.09336491228070175,0,Low
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,0,6,1,6,4,1,0.0,0.02777777777777779,0.7591578947368421,0.16016491228070176,0,Low
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,0,6,1,6,4,1,0.0,0.01388888888888884,0.7587368421052632,0.15591403508771928,0,Low
Male,1,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,0,4,1,4,3,1,0.0,0.04166666666666663,0.624,0.1373,0,Low
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,1,1,5,1,3,1,1.0,0.9861111111111112,0.7162105263157894,0.9390754385964912,1,High
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,0,6,1,6,4,0,0.0,0.0,1.0,0.2,0,Low
Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,0,2,2,2,3,0,1.0,0.6388888888888888,0.7233684210526317,0.8363403508771929,1,High
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,0,3,2,3,4,1,1.0,0.5416666666666667,0.8,0.8225,0,Medium
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,0,0,4,0,1,1,0.0,0.8611111111111112,0.16968421052631577,0.2922701754385965,0,Low
Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,0,4,1,4,4,1,0.0,0.20833333333333337,0.8530526315789474,0.2331105263157895,0,Low
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,0,0,4,0,1,0,1.0,0.8611111111111112,0.17852631578947367,0.794038596491228,0,Medium
Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,0,0,2,0,1,1,0.3,0.45833333333333337,0.20378947368421052,0.3282578947368421,0,Low
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,0,0,4,0,1,0,1.0,0.8472222222222222,0.17094736842105263,0.7883561403508772,0,Medium
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,1,5,3,5,4,0,1.0,0.7083333333333333,0.8656842105263157,0.8856368421052631,1,High
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,0,5,1,5,3,1,0.0,0.05555555555555558,0.7183157894736842,0.16032982456140352,0,Low
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,0,2,3,2,3,1,0.3,0.75,0.7545263157894736,0.5259052631578948,0,Medium
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,1,4,5,4,4,0,1.0,0.9166666666666666,0.8416842105263158,0.943336842105263,0,High
Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,0,1,3,1,2,0,1.0,0.75,0.47368421052631576,0.8197368421052631,0,Medium
Female,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,0,1,1,1,2,0,0.3,0.2777777777777778,0.4290526315789474,0.31914385964912284,0,Low
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,0,6,1,6,4,0,0.0,0.2222222222222222,0.975578947368421,0.2617824561403509,0,Low
Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,0,4,2,4,4,1,1.0,0.375,0.872842105263158,0.7870684210526316,0,Medium
Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,1759.55,0,0,1,0,1,1,0.0,0.06944444444444442,0.21978947368421053,0.06479122807017544,0,Low
Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,0,2,5,2,2,0,1.0,0.9583333333333334,0.29557894736842105,0.8466157894736842,0,High
Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,0,4,1,4,4,1,1.0,0.09722222222222221,0.8345263157894737,0.6960719298245615,0,Medium
Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,0,3,1,3,3,1,0.0,0.125,0.5663157894736842,0.15076315789473685,0,Low
Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,0,0,4,0,1,1,0.0,0.8472222222222222,0.21052631578947367,0.2962719298245614,0,Low
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,0,2,5,2,2,0,1.0,0.9861111111111112,0.5014736842105263,0.8961280701754386,0,High
Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,0,3,1,3,3,1,0.0,0.23611111111111116,0.655157894736842,0.20186491228070175,0,Low
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,0,1,2,1,2,0,0.3,0.6527777777777778,0.464,0.4386333333333333,0,Medium
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,1,6,1,6,4,0,0.3,0.0,0.992,0.34840000000000004,1,Low
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,0,0,1,0,1,0,0.0,0.0,0.20336842105263156,0.04067368421052631,1,Low
Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,0,3,1,3,2,0,0.0,0.09722222222222221,0.38105263157894737,0.10537719298245614,0,Low
Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,1,1,1,1,3,0,1.0,0.25,0.6694736842105263,0.7088947368421052,0,Medium
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,144.35,0,0,4,0,1,0,1.0,0.9027777777777778,0.1705263157894737,0.804938596491228,1,Medium
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,0,3,1,3,3,0,0.0,0.0,0.5452631578947369,0.10905263157894739,0,Low
Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,0,1,3,1,2,1,1.0,0.7083333333333333,0.4597894736842105,0.804457894736842,0,Medium
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,0,0,5,0,1,1,1.0,0.9722222222222222,0.1743157894736842,0.8265298245614034,0,Medium
Male,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,0,3,5,3,4,0,1.0,0.9444444444444444,0.7978947368421052,0.9429122807017544,1,High
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,1,1,5,1,3,1,1.0,0.9583333333333334,0.6707368421052632,0.9216473684210527,0,High
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,0,6,1,6,4,1,0.0,0.0,0.9751578947368421,0.19503157894736844,0,Low
Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,0,1,5,1,2,1,1.0,0.9166666666666666,0.41642105263157897,0.8582842105263158,0,High
Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,0,2,1,2,3,0,1.0,0.2777777777777778,0.7056842105263158,0.7244701754385965,0,Medium
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,0,3,1,3,4,1,1.0,0.04166666666666663,0.8029473684210526,0.6730894736842105,0,Medium
Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,1,3,4,3,4,1,1.0,0.8888888888888888,0.7974736842105263,0.9261614035087719,0,High
Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,0,1,4,1,3,1,1.0,0.8888888888888888,0.623578947368421,0.8913824561403508,0,High
Female,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,0,2,1,2,3,0,1.0,0.125,0.7545263157894736,0.6884052631578947,0,Medium
Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,0,6,1,6,4,1,0.3,0.16666666666666663,0.9818947368421053,0.39637894736842105,0,Medium
Female,0,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,0,2,4,2,2,1,1.0,0.8333333333333334,0.45642105263157895,0.8412842105263159,0,High
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,0,0,3,0,1,1,1.0,0.8194444444444444,0.16252631578947369,0.778338596491228,0,Medium
Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,0,3,3,3,3,0,1.0,0.6944444444444444,0.5477894736842105,0.8178912280701753,1,Medium
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,1,2,5,2,4,0,1.0,0.9305555555555556,0.7789473684210526,0.9349561403508773,1,High
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,1,0,5,0,1,1,1.0,0.9861111111111112,0.1637894736842105,0.8285912280701755,1,High
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,0,0,1,0,1,1,0.0,0.0,0.2025263157894737,0.04050526315789474,0,Low
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.75,53.15,0,0,5,0,1,0,1.0,0.9722222222222222,0.15789473684210525,0.8232456140350877,0,Medium
Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,777.35,0,0,2,0,1,1,0.0,0.4444444444444444,0.16968421052631577,0.16727017543859649,0,Low
Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,0,0,2,0,1,0,0.3,0.38888888888888884,0.16842105263157894,0.30035087719298237,0,Low
Male,1,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,0,4,1,4,3,1,0.3,0.01388888888888884,0.5978947368421053,0.2737456140350877,0,Low
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,1,0,5,0,3,1,1.0,0.9722222222222222,0.6362105263157894,0.9189087719298246,1,High
Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,0,2,2,2,4,1,1.0,0.6388888888888888,0.7882105263157895,0.8493087719298246,0,High
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,1,0,5,0,3,1,1.0,0.9861111111111112,0.5894736842105263,0.9137280701754387,1,High
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,0,0,5,0,1,0,1.0,0.9861111111111112,0.2054736842105263,0.8369280701754387,1,High
Male,0,Yes,Yes,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,1,4,1,4,3,1,0.0,0.09722222222222221,0.6298947368421053,0.1551456140350877,1,Low
Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.25,209.9,0,2,5,2,3,0,1.0,0.9583333333333334,0.5494736842105263,0.8973947368421052,0,High
Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,0,1,3,1,2,1,1.0,0.8194444444444444,0.4256842105263158,0.8309701754385965,0,High
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,1,4,2,4,4,1,1.0,0.5416666666666667,0.8791578947368421,0.8383315789473684,1,High
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,0,0,5,0,3,1,1.0,0.9861111111111112,0.5953684210526317,0.9149070175438597,0,High
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,0,0,5,0,2,0,1.0,0.9444444444444444,0.38105263157894737,0.8595438596491228,0,High
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,0,0,5,0,3,1,1.0,0.9722222222222222,0.592,0.9100666666666666,0,High
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.95,7875.0,0,5,1,5,4,0,0.0,0.0,0.9174736842105263,0.18349473684210527,0,Low
Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,911.6,0,0,2,0,1,0,1.0,0.48611111111111116,0.22273684210526315,0.690380701754386,1,Medium
Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,1,2,3,2,3,1,1.0,0.7916666666666666,0.7258947368421053,0.8826789473684211,1,High
Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.65,478.1,0,0,3,0,1,0,0.3,0.6805555555555556,0.1654736842105263,0.3872614035087719,0,Medium
Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,1,3,2,3,2,1,1.0,0.5833333333333333,0.43115789473684213,0.7612315789473684,1,Medium
Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.05,761.85,0,0,2,0,1,0,0.3,0.41666666666666663,0.16042105263157896,0.30708421052631574,1,Low
Female,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.75,2282.95,0,3,2,3,3,0,0.3,0.5555555555555556,0.6294736842105263,0.44256140350877193,1,Medium
Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,0,0,3,0,3,1,1.0,0.6944444444444444,0.6383157894736842,0.8359964912280701,0,High
Male,0,Yes,No,42,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,0,0,2,0,1,1,1.0,0.41666666666666663,0.2113684210526316,0.6672736842105264,0,Medium
Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,0,0,4,0,2,0,1.0,0.8888888888888888,0.3743157894736842,0.8415298245614035,0,High
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,0,4,1,4,4,1,0.0,0.09722222222222221,0.8783157894736842,0.20482982456140353,0,Low
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,1,0,5,0,1,1,1.0,0.9722222222222222,0.16421052631578947,0.8245087719298245,1,Medium
Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.0,6293.2,0,6,1,6,3,1,0.0,0.02777777777777779,0.7494736842105263,0.1582280701754386,0,Low
Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.15,432.5,0,0,3,0,1,0,1.0,0.6944444444444444,0.16968421052631577,0.7422701754385964,0,Medium
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,1,0,5,0,3,1,1.0,0.9444444444444444,0.6307368421052632,0.909480701754386,0,High
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,1,0,5,0,3,1,1.0,0.9722222222222222,0.6307368421052632,0.9178140350877193,0,High
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,0,2,1,2,2,1,0.0,0.06944444444444442,0.3044210526315789,0.08171754385964912,0,Low
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,0,0,2,0,1,0,1.0,0.6527777777777778,0.1616842105263158,0.7281701754385964,0,Medium
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,0,0,3,0,1,1,1.0,0.7222222222222222,0.16210526315789472,0.7490877192982456,0,Medium
Female,0,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,125.95,0,2,5,2,3,1,1.0,0.9722222222222222,0.5153684210526316,0.894740350877193,0,High
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,0,0,1,0,1,1,0.0,0.29166666666666663,0.17221052631578948,0.12194210526315788,0,Low
Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,0,2,2,2,2,0,1.0,0.36111111111111116,0.29515789473684206,0.6673649122807018,0,Medium
Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,1,3,2,3,4,1,1.0,0.6527777777777778,0.8442105263157895,0.8646754385964912,1,High
Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,0,0,3,0,2,1,1.0,0.8194444444444444,0.3705263157894737,0.8199385964912281,0,Medium
Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,1,4,2,4,4,0,1.0,0.6527777777777778,0.8656842105263157,0.8689701754385964,1,High
Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,0,1,2,1,2,0,0.3,0.6388888888888888,0.424,0.42646666666666666,0,Medium
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,1,3,2,3,4,1,0.3,0.4027777777777778,0.8421052631578947,0.4392543859649123,1,Medium
Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,377.55,0,0,3,0,1,0,1.0,0.7361111111111112,0.16842105263157894,0.7545175438596491,0,Medium
Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,1,4,4,4,4,1,1.0,0.8611111111111112,0.8408421052631578,0.9265017543859648,1,High
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,1,2,5,2,4,1,1.0,0.9722222222222222,0.7932631578947369,0.950319298245614,0,High
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,0,5,1,5,3,1,0.0,0.0,0.7275789473684211,0.14551578947368424,0,Low
